,Class,Class X,Class Y,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Bld X,Bld Y,Dpt,Bld capacity,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG,Bld.1,class_code,dpt_address,bld_address
1907,CAS EC403 A1,42.3505627,-71.1053996,Game Theory,Lipman,4,Independent,54,55,CAS,226,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,,20206.0,2023-09-05,2023-12-12,,,,,,,,,,1,53,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1908,CAS EC404 A1,42.3505627,-71.1053996,Econ of Info,Ortner,4,Independent,15,55,CAS,326,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,,,2023-09-05,2023-12-12,,,,,,,,,,2,13,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1909,CAS EC405 A1,42.3505627,-71.1053996,Time Series,Cati,4,Independent,33,35,CAS,201,42.35083,-71.10515,,,"Mon,Wed,Fri",11:15:00,12:05:00,,,2023-09-06,2023-12-11,,,,,,,,,,2,31,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1910,CAS EC411 A1,42.3505627,-71.1053996,Econ PRACTICUM1,Idson,1,Independent,0,5,,,,,,,Arranged,,,WebReg Restricted,20206.0,2023-09-05,2023-12-12,,,,,,,,,,0,0,,EC,270 Bay State Road,
1911,CAS EC412 A1,42.3505627,-71.1053996,Econ PRACTICUM2,Idson,1,Independent,3,5,,,,,,,Arranged,,,WebReg Restricted,20206.0,2023-09-05,2023-12-12,,,,,,,,,,0,3,,EC,270 Bay State Road,
1912,CAS EC445 A1,42.3505627,-71.1053996,Econ of Risk,Persson,4,Independent,52,55,CAS,B36,42.35083,-71.10515,,,"Tue,Thu",14:00:00,15:15:00,,20206.0,2023-09-05,2023-12-12,,,,,,,,,,3,49,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1913,CAS EC501 A1,42.3505627,-71.1053996,Microtheory,Tandon,4,Lecture,74,75,EPC,207,42.35,-71.10783,,,"Tue,Thu",14:00:00,15:15:00,For Econ Master s students only,20206.0,2023-09-05,2023-12-12,,,,,,,,,,0,74,,EC,270 Bay State Road,750 Commonwealth Avenue
1914,CAS EC501 A1,42.3505627,-71.1053996,Microtheory,,,,,,EPC,205,42.35,-71.10783,,,Fri,14:30:00,15:20:00,,,,,,,,,,,,,,0,74,,EC,270 Bay State Road,750 Commonwealth Avenue
1915,CAS EC501 B1,42.3505627,-71.1053996,Microtheory,Tandon,4,Lecture,19,75,EPC,205,42.35,-71.10783,,,"Tue,Thu",08:00:00,09:15:00,For Econ Master s students only,20206.0,2023-09-05,2023-12-12,,,,,,,,,,1,18,,EC,270 Bay State Road,750 Commonwealth Avenue
1916,CAS EC501 B1,42.3505627,-71.1053996,Microtheory,,,,,,EPC,207,42.35,-71.10783,,,Fri,14:30:00,15:20:00,,,,,,,,,,,,,,1,18,,EC,270 Bay State Road,750 Commonwealth Avenue
1917,CAS EC502 A1,42.3505627,-71.1053996,Macrotheory,Blaum,4,Lecture,Cancelled,Cancelled,,,,,,,"Mon,Wed",16:30:00,17:45:00,For Econ Master s students only,20206.0,2023-09-06,2023-12-11,,,,,,,,,,Cancelled,Cancelled,,EC,270 Bay State Road,
1918,CAS EC502 A1,42.3505627,-71.1053996,Macrotheory,,,,,,,,,,,,Fri,12:20:00,13:10:00,,,,,,,,,,,,,,Cancelled,Cancelled,,EC,270 Bay State Road,
1919,CAS EC502 A2,42.3505627,-71.1053996,Macrotheory,Blaum,4,Lecture,46,50,FLR,152,42.35015,-71.11169,,,"Mon,Wed",12:20:00,13:35:00,"For Econ Master s students only, Class Closed",20206.0,2023-09-06,2023-12-11,,,,,,,,,,0,46,,EC,270 Bay State Road,808 Commonwealth Avenue
1920,CAS EC502 A2,42.3505627,-71.1053996,Macrotheory,,,,,,EPC,205,42.35,-71.10783,,,Fri,12:20:00,13:10:00,,,,,,,,,,,,,,0,46,,EC,270 Bay State Road,750 Commonwealth Avenue
1921,CAS EC505 A1,42.3505627,-71.1053996,Elem Math Econ,Persson,4,Independent,28,60,CAS,216,42.35083,-71.10515,,,"Mon,Wed",16:30:00,17:45:00,For Econ Master s students only,20206.0,2023-09-06,2023-12-11,,,,,,,,,,0,28,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1922,CAS EC505 B1,42.3505627,-71.1053996,Elem Math Econ,Persson,4,Independent,31,40,HAR,220,42.34975,-71.09974,,,"Mon,Wed",12:20:00,13:35:00,For Econ Master s students only,20206.0,2023-09-06,2023-12-11,,,,,,,,,,0,31,,EC,270 Bay State Road,595 Commonwealth Avenue
1923,CAS EC507 A1,42.3505627,-71.1053996,Stats for Econ,Jaumandreu,4,Lecture,30,60,CAS,216,42.35083,-71.10515,,,"Tue,Thu",17:00:00,18:15:00,For Econ Master s students only,20206.0,2023-09-05,2023-12-12,,,,,,,,,,0,30,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1924,CAS EC507 A1,42.3505627,-71.1053996,Stats for Econ,,,,,,CAS,216,42.35083,-71.10515,,,Fri,10:10:00,11:00:00,,,,,,,,,,,,,,0,30,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1925,CAS EC507 B1,42.3505627,-71.1053996,Stats for Econ,Jaumandreu,4,Lecture,60,60,CDS,B62,42.3506,-71.10281,,,"Tue,Thu",15:30:00,16:45:00,"For Econ Master s students only, Class Full",20206.0,2023-09-05,2023-12-12,,,,,,,,,,0,60,,EC,270 Bay State Road,645-655 Commonwealth Avenue
1926,CAS EC507 B1,42.3505627,-71.1053996,Stats for Econ,,,,,,CAS,216,42.35083,-71.10515,,,Fri,16:40:00,17:30:00,,,,,,,,,,,,,,0,60,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1927,CAS EC508 A1,42.3505627,-71.1053996,Econometrics,Lucas,4,Lecture,9,40,KCB,102,42.34962,-71.0981,,,"Mon,Wed",10:10:00,11:25:00,For Econ Master s students only,,2023-09-06,2023-12-11,,,,,,,,,,0,9,,EC,270 Bay State Road,565 Commonweatlh Avenue
1928,CAS EC508 A1,42.3505627,-71.1053996,Econometrics,,,,,,KCB,102,42.34962,-71.0981,,,Fri,16:40:00,17:30:00,,,,,,,,,,,,,,0,9,,EC,270 Bay State Road,565 Commonweatlh Avenue
1929,CAS EC513 A1,42.3505627,-71.1053996,Game Theory,Huynh,4,Independent,22,50,CAS,B12,42.35083,-71.10515,,,Thu,18:30:00,21:15:00,For Econ Master s students only,20206.0,2023-09-07,2023-12-07,,,,,,,,,,1,21,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1930,CAS EC521 A1,42.3505627,-71.1053996,Dev Theory&Pol,Lagakos,4,Independent,21,40,KCB,104,42.34962,-71.0981,,,"Mon,Wed",14:30:00,15:45:00,For Econ Master s students only,20206.0,2023-09-06,2023-12-11,,,,,,,,,,0,21,,EC,270 Bay State Road,565 Commonweatlh Avenue
1931,CAS EC542 A1,42.3505627,-71.1053996,Money & Fin Int,King,4,Independent,23,40,KCB,102,42.34962,-71.0981,,,Fri,08:00:00,10:45:00,For Econ Master s students only,20206.0,2023-09-08,2023-12-08,,,,,,,,,,0,23,,EC,270 Bay State Road,565 Commonweatlh Avenue
1932,CAS EC551 A1,42.3505627,-71.1053996,Econ Labor Mkts,Paserman,4,Independent,21,40,CAS,201,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,For Econ Master s students only,,2023-09-05,2023-12-12,,,,,,,,,,0,21,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1933,CAS EC561 A1,42.3505627,-71.1053996,Public Econ 1,Erbas,4,Independent,10,40,KCB,104,42.34962,-71.0981,,,"Tue,Thu",09:30:00,10:45:00,For Econ Master s students only,20206.0,2023-09-05,2023-12-12,,,,,,,,,,1,9,,EC,270 Bay State Road,565 Commonweatlh Avenue
1934,CAS EC565 A1,42.3505627,-71.1053996,Topic Econ Hist,Chamley,4,Independent,6,40,CAS,237,42.35083,-71.10515,,,Tue,18:30:00,21:15:00,For Econ Master s students only,,2023-09-05,2023-12-12,,,,,,,,,,0,6,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1935,CAS EC571 A1,42.3505627,-71.1053996,Envirnmntl Econ,Erbas,4,Independent,9,40,FLR,152,42.35015,-71.11169,,,"Tue,Thu",12:30:00,13:45:00,For Econ Master s students only,20206.0,2023-09-05,2023-12-12,,,,,,,,,,0,9,,EC,270 Bay State Road,808 Commonwealth Avenue
1936,CAS EC590 AA,42.3505627,-71.1053996,Topics in Econ,Lustig,4,Independent,7,30,CAS,228,42.35083,-71.10515,,,Mon,18:30:00,21:15:00,For Econ Master,20206.0,2023-09-11,2023-12-11,,,,,,,,,,0,7,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1937,CAS EC590 BB,42.3505627,-71.1053996,Topics in Econ,Evrenk,4,Independent,20,40,CAS,426,42.35083,-71.10515,,,Wed,18:30:00,21:15:00,For Econ Master s students only,20206.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1938,CAS EC591 A1,42.3505627,-71.1053996,Int'L Trade,Lucas,4,Independent,13,40,CAS,227,42.35083,-71.10515,,,"Mon,Wed",08:30:00,09:45:00,For Econ Master s students only,20206.0,2023-09-06,2023-12-11,,,,,,,,,,0,13,,EC,270 Bay State Road,685-725 Commonwealth Avenue
1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,CAS EE100 A1,42.3503165,-71.105047,Env Chg&Stnblty,Bell,4,Lecture,151,150,KCB,101,42.34962,-71.0981,,,"Tue,Thu",09:30:00,10:45:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,1,150,,EE,685 Commonwealth Avenue,565 Commonweatlh Avenue
1941,CAS EE100 B1,42.3503165,-71.105047,Env Chg&Stnblty,Bell,0,Discussion,24,25,STO,453,45.350221,-71.103841,,,Mon,09:05:00,09:55:00,,20203.0,2023-09-11,2023-12-11,,,,,,,,,,0,24,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1942,CAS EE100 B2,42.3503165,-71.105047,Env Chg&Stnblty,Bell,0,Discussion,24,25,STO,453,45.350221,-71.103841,,,Mon,13:25:00,14:15:00,,20203.0,2023-09-11,2023-12-11,,,,,,,,,,0,24,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1943,CAS EE100 B3,42.3503165,-71.105047,Env Chg&Stnblty,Bell,0,Discussion,26,25,STO,453,45.350221,-71.103841,,,Mon,14:30:00,15:20:00,Class Full,20203.0,2023-09-11,2023-12-11,,,,,,,,,,0,26,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1944,CAS EE100 B4,42.3503165,-71.105047,Env Chg&Stnblty,Bell,0,Discussion,25,25,STO,453,45.350221,-71.103841,,,Wed,16:40:00,17:30:00,Class Full,20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1945,CAS EE100 B5,42.3503165,-71.105047,Env Chg&Stnblty,Bell,0,Discussion,24,25,STO,453,45.350221,-71.103841,,,Wed,11:15:00,12:05:00,,20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,24,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1946,CAS EE100 B6,42.3503165,-71.105047,Env Chg&Stnblty,Bell,0,Discussion,26,25,STO,453,45.350221,-71.103841,,,Wed,15:35:00,16:25:00,Class Full,20203.0,2023-09-06,2023-12-06,,,,,,,,,,1,25,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,CAS EE105 A1,42.3503165,-71.105047,Crises Planet,Anderson,4,Lecture,80,80,CAS,B18,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,80,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1949,CAS EE105 B1,42.3503165,-71.105047,Crises Planet,Anderson,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Mon,10:10:00,11:55:00,Class Full,20203.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1950,CAS EE105 B2,42.3503165,-71.105047,Crises Planet,Anderson,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Tue,13:30:00,15:15:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1951,CAS EE105 B3,42.3503165,-71.105047,Crises Planet,Anderson,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Wed,12:20:00,14:05:00,Class Full,20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1952,CAS EE105 B4,42.3503165,-71.105047,Crises Planet,Anderson,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Fri,14:30:00,16:15:00,Class Full,20203.0,2023-09-08,2023-12-08,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,CAS EE107 A1,42.3503165,-71.105047,Clim&Earth Sci,Ruan,4,Lecture,119,120,CAS,B12,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,119,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1955,CAS EE107 B1,42.3503165,-71.105047,Clim&Earth Sci,Ruan,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Mon,12:20:00,14:05:00,Class Full,20203.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1956,CAS EE107 B2,42.3503165,-71.105047,Clim&Earth Sci,Ruan,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Mon,14:30:00,16:15:00,Class Full,20203.0,2023-09-11,2023-12-11,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1957,CAS EE107 B3,42.3503165,-71.105047,Clim&Earth Sci,Ruan,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Tue,09:00:00,10:45:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1958,CAS EE107 B4,42.3503165,-71.105047,Clim&Earth Sci,Ruan,0,Lab,21,20,CAS,B08A,42.35083,-71.10515,,,Tue,15:30:00,17:15:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,21,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1959,CAS EE107 B5,42.3503165,-71.105047,Clim&Earth Sci,Ruan,0,Lab,18,20,CAS,B08A,42.35083,-71.10515,,,Wed,16:30:00,18:15:00,,20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,18,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1960,CAS EE107 B6,42.3503165,-71.105047,Clim&Earth Sci,Ruan,0,Lab,20,20,CAS,B08A,42.35083,-71.10515,,,Fri,10:10:00,11:55:00,Class Full,20203.0,2023-09-08,2023-12-08,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1961,CAS EE144 A1,42.3503165,-71.105047,Oceanography,Fulweiler,4,Independent,175,200,CAS,522,42.35083,-71.10515,,,"Mon,Wed,Fri",14:30:00,15:20:00,Mar science majors must enroll in MR144 disc.,,2023-09-06,2023-12-11,,,,,,,,,,0,175,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,CAS EE201 A1,42.3503165,-71.105047,Wrld Reg Geog,Baldwin,4,Lecture,42,42,CAS,235,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,42,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1964,CAS EE201 B1,42.3503165,-71.105047,Wrld Reg Geog,Baldwin,0,Discussion,1,14,STO,453,45.350221,-71.103841,,,Fri,10:10:00,11:00:00,Class Closed,20203.0,2023-09-08,2023-12-08,,,,,,,,,,0,1,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1965,CAS EE201 B2,42.3503165,-71.105047,Wrld Reg Geog,Baldwin,0,Discussion,14,14,STO,453,45.350221,-71.103841,,,Fri,14:30:00,15:20:00,Class Full,20203.0,2023-09-08,2023-12-08,,,,,,,,,,0,14,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1966,CAS EE201 B3,42.3503165,-71.105047,Wrld Reg Geog,Baldwin,0,Discussion,14,14,STO,453,45.350221,-71.103841,,,Fri,16:40:00,17:30:00,Class Full,20203.0,2023-09-08,2023-12-08,,,,,,,,,,0,14,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1967,CAS EE201 B4,42.3503165,-71.105047,Wrld Reg Geog,Baldwin,0,Discussion,12,14,CAS,312,42.35083,-71.10515,,,Wed,15:35:00,16:25:00,,20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,12,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,CAS EE270 A1,42.3503165,-71.105047,"Data,Modl,Anlys",Baldwin,4,Lecture,30,30,SCI,115,42.3489,-71.10016,,,"Mon,Wed,Fri",11:15:00,12:05:00,"Permission Required, Class Full",20203.0,2023-09-06,2023-12-11,,,,,,,,,,0,30,,EE,685 Commonwealth Avenue,590-596 Commonwealth Avenue
1970,CAS EE270 B1,42.3503165,-71.105047,"Data,Modl,Anlys",Baldwin,0,Lab,15,15,CAS,435,42.35083,-71.10515,,,Wed,14:30:00,16:15:00,Class Full,20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,15,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1971,CAS EE270 B2,42.3503165,-71.105047,"Data,Modl,Anlys",Baldwin,0,Lab,15,15,CAS,435,42.35083,-71.10515,,,Tue,09:00:00,10:45:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,15,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,CAS EE300 A1,42.3503165,-71.105047,Earth Rocky Mat,Anderson,4,Lecture,15,15,STO,453,45.350221,-71.103841,,,"Tue,Thu",14:00:00,15:15:00,Class Full,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,15,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1974,CAS EE300 B1,42.3503165,-71.105047,Earth Rocky Mat,Anderson,0,Lab,15,15,CAS,B08B,42.35083,-71.10515,,,Fri,14:30:00,16:15:00,Class Full,20203.0,2023-09-08,2023-12-08,,,,,,,,,,0,15,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,CAS EE302 A1,42.3503165,-71.105047,Remote Sensing,Geddes,4,Lecture,39,40,MCS,B29,42.34919,-71.10421,,,"Tue,Thu",12:30:00,13:45:00,Permission Required,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,39,,EE,685 Commonwealth Avenue,111 Cummington Mall
1977,CAS EE302 B1,42.3503165,-71.105047,Remote Sensing,Geddes,0,Lab,19,20,CAS,327,42.35083,-71.10515,,,Tue,11:15:00,12:05:00,Permission Required,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,19,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1978,CAS EE302 B2,42.3503165,-71.105047,Remote Sensing,Geddes,0,Lab,20,20,CAS,327,42.35083,-71.10515,,,Wed,11:15:00,12:05:00,"Permission Required, Class Full",20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,CAS EE304 A1,42.3503165,-71.105047,Sustainable Dev,Short,4,Lecture,24,25,CAS,213,42.35083,-71.10515,,,"Tue,Thu",11:00:00,12:15:00,"Mts w/CAS IR304 A1, Class Closed",20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,24,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1981,CAS EE304 B1,42.3503165,-71.105047,Sustainable Dev,Short,0,Discussion,9,9,STO,453,45.350221,-71.103841,,,Tue,15:35:00,16:25:00,"Mts w/CAS IR304 B1, Class Full",20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,9,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1982,CAS EE304 B2,42.3503165,-71.105047,Sustainable Dev,Short,0,Discussion,7,8,STO,453,45.350221,-71.103841,,,Wed,13:25:00,14:15:00,Mts w/CAS IR304 B2,20203.0,2023-09-06,2023-12-06,,,,,,,,,,0,7,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1983,CAS EE304 B3,42.3503165,-71.105047,Sustainable Dev,Short,0,Discussion,7,8,STO,453,45.350221,-71.103841,,,Fri,12:20:00,13:10:00,Mts w/CAS IR304 B3,20203.0,2023-09-08,2023-12-08,,,,,,,,,,0,7,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
1984,CAS EE305 A1,42.3503165,-71.105047,Structure,Becker,4,Lecture,11,15,CAS,B08B,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,,20203.0,2023-09-06,2023-12-11,,,,,,,,,,0,11,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1985,CAS EE305 A1,42.3503165,-71.105047,Structure,,,,,,CAS,B08B,42.35083,-71.10515,,,Mon,14:30:00,16:15:00,,,,,,,,,,,,,,0,11,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1986,CAS EE310 A1,42.3503165,-71.105047,Climate&Environ,Anderson,4,Lecture,19,20,CAS,323A,42.35083,-71.10515,,,"Mon,Wed,Fri",10:10:00,11:00:00,,20203.0,2023-09-05,2023-12-12,,,,,,,,,,0,19,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1987,CAS EE310 A1,42.3503165,-71.105047,Climate&Environ,,,,,,CAS,314,42.35083,-71.10515,,,Tue,14:00:00,15:15:00,,,,,,,,,,,,,,0,19,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1988,CAS EE328ESD,42.3503165,-71.105047,Aust Global Env,Staff,4,Independent,0,999,,,,,,,Arranged,,,WebReg Restricted,,2023-09-05,2023-12-12,,,,,,,,,,0,0,,EE,685 Commonwealth Avenue,
1989,CAS EE347 A1,42.3503165,-71.105047,Water and Envir,Scaramelli,4,Independent,20,20,CAS,323A,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,Class Full,,2023-09-05,2023-12-12,,,,,,,,,,0,20,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,CAS EE365 A1,42.3503165,-71.105047,Intro to Gis,Bell,4,Lecture,28,28,CAS,223,42.35083,-71.10515,,,"Tue,Thu",14:00:00,15:15:00,"Permission Required, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,0,28,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1992,CAS EE365 B1,42.3503165,-71.105047,Intro to Gis,Bell,0,Lab,15,14,CAS,435,42.35083,-71.10515,,,Wed,12:20:00,13:10:00,"Permission Required, Class Full",,2023-09-06,2023-12-06,,,,,,,,,,0,15,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1993,CAS EE365 B2,42.3503165,-71.105047,Intro to Gis,Bell,0,Lab,13,14,CAS,435,42.35083,-71.10515,,,Thu,15:35:00,16:25:00,Permission Required,,2023-09-07,2023-12-07,,,,,,,,,,0,13,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,CAS EE375 A1,42.3503165,-71.105047,Int Env Models,Dietze,4,Lecture,30,30,SCI,115,42.3489,-71.10016,,,"Mon,Wed,Fri",09:05:00,09:55:00,"Permission Required, Class Full",20203.0,2023-09-06,2023-12-11,,,,,,,,,,1,29,,EE,685 Commonwealth Avenue,590-596 Commonwealth Avenue
1996,CAS EE375 B1,42.3503165,-71.105047,Int Env Models,Dietze,0,Lab,16,15,CAS,327,42.35083,-71.10515,,,Fri,12:20:00,14:05:00,"Permission Required, Class Full",20203.0,2023-09-08,2023-12-08,,,,,,,,,,1,15,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1997,CAS EE375 B2,42.3503165,-71.105047,Int Env Models,Dietze,0,Lab,14,15,CAS,327,42.35083,-71.10515,,,Thu,09:00:00,10:45:00,"WebReg Restricted, Permission Required",20203.0,2023-09-07,2023-12-07,,,,,,,,,,0,14,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1998,CAS EE385 A1,42.3503165,-71.105047,Israel Environm,Lev,4,Independent,3,12,CAS,218,42.35083,-71.10515,,,"Tue,Thu",14:00:00,15:15:00,Mts w/CAS JS385,,2023-09-05,2023-12-12,,,,,,,,,,0,3,,EE,685 Commonwealth Avenue,685-725 Commonwealth Avenue
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,CAS EE395 A1,42.3503165,-71.105047,Earth House 1,Phillips,2,Independent,6,30,,,,,,,Mon,16:30:00,18:15:00,"Location: Earth House, 7 Buswell St.",20203.0,2023-09-11,2023-12-11,,,,,,,,,,0,6,,EE,685 Commonwealth Avenue,
2001,CAS EE395 A1,42.3503165,-71.105047,Earth House 1,Gevelber,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,EE,685 Commonwealth Avenue,
2002,CAS EE395 A1,42.3503165,-71.105047,Earth House 1,Carlberg,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,,EE,685 Commonwealth Avenue,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,CAS EE443 A1,42.3503165,-71.105047,Terr Biogeochem,Helmberger,4,Independent,4,5,PSY,B45,42.34939,-71.10395,,,"Mon,Wed,Fri",11:15:00,12:05:00,Mts w/CAS BI443 Mts w/GRS BI643 Mts w/GRS EE643,20203.0,2023-09-06,2023-12-11,,,,,,,,,,0,4,,EE,685 Commonwealth Avenue,64-72-86 Cummington Mall
2005,CAS EE445 A1,42.3503165,-71.105047,Phys Models Rs,Myneni,4,Independent,0,5,STO,465,45.350221,-71.103841,,,"Tue,Thu",14:00:00,15:15:00,Mts w/GRS EE645,,2023-09-05,2023-12-12,,,,,,,,,,0,0,,EE,685 Commonwealth Avenue,675 Commonwealth Avenue
2006,CAS EE460 A1,42.3503165,-71.105047,Res Econ Policy,Sue Wing,4,Independent,4,10,CGS,115,42.35146,-71.11465,,,"Tue,Thu",12:30:00,13:45:00,Mts w/GRS EE660,,2023-09-05,2023-12-12,,,,,,,,,,1,3,,EE,685 Commonwealth Avenue,871 Commonwealth Avenue
2007,CAS EE499 A1,42.3503165,-71.105047,Student Intern,,1,Independent,0,5,,,,,,,Arranged,,,"WebReg Restricted, Permission Required",,2023-09-05,2023-12-12,,,,,,,,,,0,0,,EE,685 Commonwealth Avenue,
